item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription,category,type
Q4204715,history of the Soviet Union from 1922 to 1953,aspect of history,storia dell'Unione Sovietica,fase iniziale della storia dell'URSS,History,entity
Q457473,history of Juventus F.C.,aspect of history,storia della Juventus Football Club,storia della Juventus,History,entity
Q472658,history of Morocco,account of past events in Moroccan civilization,storia del Marocco,storia del territorio dello stato o della civiltà,History,entity
Q472967,history of Chile,aspect of history,storia del Cile,storia del territorio dello stato o della civiltà,History,entity
Q473130,history of Cuba,aspect of history,storia di Cuba,storia del territorio dello stato o della civiltà,History,entity
Q473761,history of Algeria,aspect of history,storia dell'Algeria,storia del territorio dello stato o della civiltà,History,entity
Q474862,women in Nazi Germany,aspect of history,donne nella Germania nazista,donna nella Germania nazista,History,entity
Q4909873,history of Thailand (1932-1973),aspect of history,storia della Thailandia,storia del territorio dello stato o della civiltà,History,entity
Q494973,history of South Korea,aspect of history,storia della Corea del Sud,storia del territorio dello stato o della civiltà,History,entity
Q512094,history of Cape Verde,historic record of the island country Cape Verde,storia di Capo Verde,storia del territorio dello stato o della civiltà,History,entity
Q517851,history of Florence,aspect of history,storia di Firenze,vicende storiche della città di Firenze,History,entity
Q524656,history of Ghana,aspect of history,storia del Ghana,storia del territorio dello stato o della civiltà,History,entity
Q528560,history of Moldova,aspect of history,storia della Moldavia,storia del territorio dello stato o della civiltà,History,entity
Q5333506,economic history of the United Kingdom,history of the British economy,storia economica del Regno Unito,aspetto storico,History,entity
Q5409928,history of the Soviet Union from 1982 to 1991,aspect of history,storia dell'Unione Sovietica,fase finale della storia dell'URSS,History,entity
Q549547,Decipherment of ancient Egyptian scripts,overview about the decipherment of ancient Egyptian scripts,Decifrazione dei geroglifici egizi,decifrazione del sistema scrittorio dell'antico Egitto,History,entity
Q556450,history of North Macedonia,aspect of history,storia della Macedonia del Nord,storia del territorio dello stato o della civiltà,History,entity
Q559915,history of Saudi Arabia,aspect of history,storia dell'Arabia Saudita,storia del territorio dello stato o della civiltà,History,entity
Q56544750,history of Roman Italy,history of Italy under the rule of Rome,storia dell'Italia romana,storia dell'Italia sotto il dominio di Roma (VIII secolo a.C. - V secolo d.C.),History,entity
Q566781,history of Cologne,aspect of history,storia di Colonia,Articolo di storia di Wikimedia,History,entity
Q568251,history of Scandinavia,aspect of history,storia della Scandinavia,storia del territorio dello stato o della civiltà,History,entity
Q5775087,history of Auckland,"History of the city of Auckland, New Zealand",Storia di Auckland,"storia della città di Auckland, in Nuova Zelanda",History,entity
Q628024,history of Montenegro,chronicle about the country of Montenegro,storia del Montenegro,storia del territorio dello stato o della civiltà,History,entity
Q641698,history of Kyrgyzstan,aspect of history,storia del Kirghizistan,storia del territorio dello stato o della civiltà,History,entity
Q646206,history of Rome,History of city of Rome and Roman civilization,storia di Roma,vicende storiche della città di Roma,History,entity
Q661564,history of Benin,aspect of history,storia del Benin,storia del territorio dello stato o della civiltà,History,entity
Q67045014,History of Afragola,"history of the municipality of Afragola, Italy",Storia di Afragola,storia di Afragola,History,entity
Q67188291,Glory to Hong Kong,representative song of the 2019 Hong Kong protests,Gloria a Hong Kong,canzone delle proteste di Hong Kong del 2019,History,entity
Q672551,history of New Zealand,aspect of history,storia della Nuova Zelanda,storia del territorio dello stato o della civiltà,History,entity
Q675398,history of El Salvador,aspect of history,storia di El Salvador,storia del territorio dello stato o della civiltà,History,entity
Q679741,history of Berlin,history of the capital city of Germany,storia di Berlino,storia del territorio dello stato o della civiltà,History,entity
Q684180,history of Zurich,aspect of history,storia di Zurigo,storia del territorio dello stato o della civiltà,History,entity
Q685093,"history of Washington, D.C.",history of the capital city of the United States,storia di Washington D.C.,storia del territorio dello stato o della civiltà,History,entity
Q687152,history of Honduras,aspect of history,storia dell'Honduras,storia del territorio dello stato o della civiltà,History,entity
Q693116,history of Bern,aspect of history,storia di Berna,storia del territorio dello stato o della civiltà,History,entity
Q693277,history of North Korea,events in the north of the Korean peninsula since the end of World War II,storia della Corea del Nord,storia del territorio dello stato o della civiltà,History,entity
Q695980,history of Iraq,historical development of Iraq,storia dell'Iraq,storia del territorio dello stato o della civiltà,History,entity
Q699391,history of Taipei,aspect of history,storia di Taipei,storia del territorio dello stato o della civiltà,History,entity
Q706790,history of East Germany,aspect of history,storia della Repubblica Democratica Tedesca,storia del territorio dello stato o della civiltà,History,entity
Q707167,history of Togo,aspect of history,storia del Togo,storia del territorio dello stato o della civiltà,History,entity
Q713414,history of Korea,aspect of history,storia della Corea,storia del territorio dello stato o della civiltà,History,entity
Q719335,history of Andorra,aspect of history,storia di Andorra,storia del territorio dello stato o della civiltà,History,entity
Q726994,history of Pakistan,history of the state Pakistan,storia del Pakistan,storia del territorio dello stato o della civiltà,History,entity
Q74091,Saudi–Kuwaiti Neutral Zone,neutral zone between Saudi Arabia and Kuwait established in 1922 and dissolved in 1969,Zona neutrale kuwaitiano-saudita,territorio neutrale fra Arabia Saudita e Kuwait esistito fra il 1922 e il 1969,History,entity
Q750817,history of Equatorial Guinea,aspect of history,storia della Guinea Equatoriale,storia del territorio dello stato o della civiltà,History,entity
Q752364,history of Kosovo,aspect of history,storia del Kosovo,storia del territorio dello stato o della civiltà,History,entity
Q754192,history of Chad,aspect of history,storia del Ciad,storia del territorio dello stato o della civiltà,History,entity
Q756836,history of Greenland,aspect of history,storia della Groenlandia,storia del territorio dello stato o della civiltà,History,entity
Q768502,history of Mongolia,aspect of history,storia della Mongolia,storia del territorio dello stato o della civiltà,History,entity
Q769743,history of Madagascar,aspect of history,storia del Madagascar,storia del territorio dello stato o della civiltà,History,entity
Q775327,history of Nauru,aspect of history,storia di Nauru,storia del territorio dello stato o della civiltà,History,entity
Q8031593,women in warfare and the military in the ancient era,Aspect of women's history,donne nelle guerre dell'antichità,donne in guerra,History,entity
Q8031595,women in warfare and the military in the medieval era,Aspect of women's history,donne nelle guerre del Medioevo,donne in guerra,History,entity
Q82972,history of China,account of past events in the Chinese civilisation,storia della Cina,storia del territorio dello stato o della civiltà,History,entity
Q830852,history of ancient Rome,aspect of history,storia romana,storia di Roma dalle origini dell'Urbe alla caduta dell'Impero romano d'Occidente (VIII secolo a.C. - V secolo d.C.),History,entity
Q839809,history of Bangladesh,history of region now comprising Bangladesh,storia del Bangladesh,storia del territorio dello stato o della civiltà,History,entity
Q840261,history of East Timor,aspect of history,storia di Timor Est,storia del territorio dello stato o della civiltà,History,entity
Q842274,history of Kenya,aspect of history,storia del Kenya,storia del territorio dello stato o della civiltà,History,entity
Q105209621,Inspiration4,SpaceX Dragon private space mission,Inspiration4,missione privata effettuata con la Crew Dragon,Transportation,entity
Q1054739,Cercanías Asturias,commuter rail service of Asturias,Cercanías delle Asturie,servizio ferroviario vicinale spagnolo,Transportation,entity
Q1054745,Cercanías Cádiz,"regional railway in Cadiz, Spain",Cercanías di Cadice,servizio ferroviario vicinale spagnolo,Transportation,entity
Q1054773,Cercanías Cantabria,"rail transport network of the metropolitan area of Santander, Cantabria, Spain",Cercanías di Cantabria,servizio ferroviario vicinale spagnolo,Transportation,entity
Q1054785,Cercanías Madrid,"commuter rail service that serves Madrid, the capital of Spain",Cercanías di Madrid,servizio ferroviario vicinale spagnolo,Transportation,entity
Q1054798,Cercanías Zaragoza,commuter rail network in Zaragoza metropolitan area,Cercanías di Saragozza,servizio ferroviario vicinale spagnolo,Transportation,entity
Q106321267,disappearance of Denise Pipitone,disappearance and possible abduction of Italian child in 2004,sparizione di Denise Pipitone,caso di sottrazione di minorenne italiana,Transportation,entity
Q106977230,Axiom Mission 2,private crewed spaceflight to the International Space Station in 2023,Axiom Mission 2,missione privata di Axiom Space,Transportation,entity
Q1070119,1925 serum run to Nome,"sled dog relay bringing antitoxin to Nome, Alaska",corsa del siero del 1925,trasporto di antitossina difterica lungo il territorio statunitense dell'Alaska tramite cani da slitta avvenuto nel 1925,Transportation,entity
